name,address,city,district,project_name,investor,price,area,bedroom,post_date,expiration_date,,,,,,,
Chính chủ cần bán căn Lavita Garden 1PN - 51m2 và 2PN - 68m2 tại Lavita Garden giá 2tỷ bao full,"Dự án Lavita Garden, Đường 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Lavita Garden,Công ty CP Tập đoàn Hưng Thịnh,1.8,51,1,11/12/2021,19/12/2021,,,,,,,
"Cho thuê căn 2PN tại Opal Boulevard view PVĐ chỉ 2.3 tỷ bao PQL, decor nội thất đẹp 0706679167","Dự án Opal Boulevard, Đường Kha Vạn Cân, Phường An Bình, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Opal Boulevard,Tập đoàn Đất Xanh,2.3,86,2,13/12/2021,21/12/2021,,,,,,,
"Cần bán gấp căn hộ cao cấp The Golden Armor - B6 Giảng Võ, 90m2, 3PN, giá 5,8 tỷ, LH 0945894297","Dự án The Golden Armor, Phố Nam Cao, Phường Giảng Võ, Ba Đình, Hà Nội",Hà Nội,Ba Đình,The Golden Armor,Tổng công ty 36 - Bộ quốc phòng,5.8,90,3,10/12/2021,20/12/2021,,,,,,,
"Căn 2PN 2WC Đông Nam view thoáng vốn chỉ 519tr, miễn lãi 4.2023 The Zen Park - Vinhomes Ocean Park","Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,The Zenpark,Tập đoàn Vingroup,0,66.5,2,16/12/2021,24/12/2021,,,,,,,
Bán căn góc view Biển Mường Thanh Viễn Triều đẹp giá ưu đãi mùa dịch,"Dự án Mường Thanh Viễn Triều, Đường Phạm Văn Đồng, Phường Vĩnh Phước, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Mường Thanh Viễn Triều,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,2.25,65.66,2,16/12/2021,23/12/2021,,,,,,,
"Bán một căn Green Valley, Phú Mỹ Hưng, Quận 7, DT 89m2, 2PN, 2WC, căn góc, nhà đẹp, view thoáng","Dự án Green Valley, Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Green Valley,Công ty TNHH Phát Triển Phú Mỹ Hưng,4.35,89,2,11/12/2021,18/12/2021,,,,,,,
"Siêu hot! Cập nhật bảng giá chuyển nhượng CH Everrich Infinity Q5 mới nhất, 0932.026.062 (gặp Hà)","Dự án The Everrich Infinity, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",Hồ Chí Minh,Quận 5,The Everrich Infinity,Công ty CP Phát triển Bất động sản Phát Đạt,2.1,30,1,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn hộ sửa 2 ngủ tại VP5 Linh Đàm, 45m2, có nội thất sẵn ở, giá 1.15 tỷ","Dự án VP5 Linh Đàm, Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,VP5 Linh Đàm,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,1.15,45,2,16/12/2021,23/12/2021,,,,,,,
"Căn đẹp tại Orchard Parkview! 83m2, tầng cao thoáng, nội thất đẹp, giá 5.38 tỷ nhận nhà ngay, TL","Orchard Park View, 130- 132, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Căn hộ Orchard Park View,Novaland Group,5.38,83,3,16/12/2021,23/12/2021,,,,,,,
"Bán CH Sky Garden 3, PMH, P.Tân Phong, Q7, DT: 68 m2, 2PN, lầu cao, giá: 2.630 tỷ. LH: 0906.611.859","Dự án Sky Garden 3, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sky Garden 3,Công ty TNHH Phát Triển Phú Mỹ Hưng,2.63,68,2,11/12/2021,18/12/2021,,,,,,,
"Bán CH Happy Valley, Quận 7, diện tích 100m2, 3PN, 2WC, giá 4.710 tỷ lầu cao thoáng. LH: 0906611859","Dự án Happy Valley, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Happy Valley,Công ty TNHH Phát Triển Phú Mỹ Hưng,4.71,100,3,11/12/2021,18/12/2021,,,,,,,
"Bán gấp CH Đạt Gia nhà mới, view đẹp mát mẻ, dọn vào ở ngay LH ngay, bao phí thuế. LH 0963362906","Dự án Đạt Gia Residence, Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Đạt Gia Residence Thủ Đức,Công ty TNHH Tư vấn và Kinh doanh nhà Đạt Gia,1.48,56,2,16/12/2021,23/12/2021,,,,,,,
"225 triệu nhận ngay căn hộ 40m2 Thuận An, ngân hàng ưu đãi vay 75% ân hạn gốc lãi 18 tháng","Dự án Legacy Central, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Legacy Central,Công ty CP Đầu tư và Phát triển Thuận Lợi,1.25,40,1,16/12/2021,26/12/2021,,,,,,,
"Bán CH cao cấp Riverpark Residence, Phú Mỹ Hưng, Quận 7, DT 145m2, đang HDT, view thoáng, 7.350 tỷ","Dự án Riverpark Residence, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Riverpark Residence,Công ty TNHH Phát Triển Phú Mỹ Hưng,7.35,144.8,2,11/12/2021,18/12/2021,,,,,,,
Bán căn hộ 3 phòng ngủ tại The Prince quận Phú Nhuận,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,The Prince Residence,Novaland Group,7.2,109,3,16/12/2021,23/12/2021,,,,,,,
"Bán nhanh căn siêu rộng 110m2, 2 logia view thoáng, giá cực tốt chỉ 4.350 tỷ bao phí tại Times City","Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Times City,Tập đoàn Vingroup,4.35,110,2,16/12/2021,23/12/2021,,,,,,,
"Cần bán CH Happy Valley, Phú Mỹ Hưng, Quận 7. DT 100m2, 3PN, 2WC, giá: 4.950 tỷ(TL), 0906611859","Dự án Happy Valley, Đường Nguyễn Cao, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Happy Valley,Công ty TNHH Phát Triển Phú Mỹ Hưng,4.95,100,3,11/12/2021,18/12/2021,,,,,,,
Nhà rất mới căn hộ Botanica Premier Tháp C Novaland 52m2 1PN Full nội thất View hồ bơi và sân bay,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Botanica Premier,Novaland Group,2.95,52,1,11/12/2021,18/12/2021,,,,,,,
Charm Diamond giỏ hàng CĐT chọn căn vị trí đẹp - thanh toán 25% nhận nhà - liên hệ: 0909.229.806,"Dự án Charm City, Đường ĐT 743C, Phường Dĩ An, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Charm City,Công ty TNHH DCT Partner Việt Nam,2.759,89,3,16/12/2021,23/12/2021,,,,,,,
Bán nhanh căn hộ chung cư MD Complex - Mỹ Đình,"MD Complex Mỹ Đình, 26, Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,MD Complex Mỹ Đình,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,2.7,95,2,16/12/2021,23/12/2021,,,,,,,
"Bán căn hộ Garden Court 2, Phú Mỹ Hưng, Quận 7, diện tích 135m2, view kênh đào, ban công suốt","Dự án Garden Court 2, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Garden Court 2,Công ty TNHH Phát Triển Phú Mỹ Hưng,6.1,135,3,16/12/2021,23/12/2021,,,,,,,
"Bán căn 2PN, thiết kế đẹp, diện tích rộng, căn số 8, tầng 15A, chung cư Jade Orchid - Cổ Nhuế","Dự án Jade Orchid Garden, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Jade Orchid Garden,Công ty CP Y Dược Phẩm Vimedimex,0,75,2,16/12/2021,23/12/2021,,,,,,,
"Bán nhanh căn hộ 47m2, full nội thất HH2C Linh Đàm. Giá bán 8xx triệu","Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,HH2 Linh Đàm,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu,0,47,1,16/12/2021,23/12/2021,,,,,,,
"Chính chủ cần bán căn 75m2 full nội thất giá chỉ 2 tỷ 9, tầng trung. LH 0702587707","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.9,75,2,16/12/2021,23/12/2021,,,,,,,
"Chuyên bán penthouse Riverside Residence, Phú Mỹ Hưng, quận 7, LH: 0906.772.508 Mr Thao","Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Riverside Residence,Công ty TNHH Phát Triển Phú Mỹ Hưng,12.3,200,4,16/12/2021,23/12/2021,,,,,,,
"Sở hữu căn hộ CC Kingston Residence 130m2 - 3PN, nội thất Luxury, ngay trung tâm quận Phú Nhuận","Kingston Residence, 146, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Kingston Residence,Novaland Group,11.5,130,3,16/12/2021,23/12/2021,,,,,,,
"Giỏ hàng mới nhất Pega Suite2 1PN 1,85tỷ 2PN 2,25 tỷ, duplex 84m 2,95tỷ, 3PN chênh 90tr. 0702587707","Dự án The PegaSuite 2, Phố Tạ Quang Bửu, Phường 2, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The PegaSuite 2,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),1.85,52,1,16/12/2021,23/12/2021,,,,,,,
"Căn hộ cao cấp Newton Residence cần chuyển nhượng. DT 75m2 thiết kế 2PN, giá 4.8 tỷ thương lượng","Newton Residence, 38, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Newton Residence,Novaland Group,4.8,75,2,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn hộ Tara Residence 90m2 3PN 2WC giá rẻ nhất thị trường 2tỷ6, liên hệ 0702587707","Dự án Tara Residence, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,Tara Residence,"2 block 19 tầng, 1015 căn hộ",2.6,90,3,16/12/2021,23/12/2021,,,,,,,
"Cần bán gấp căn hộ The Pegasuite 1, 68m2 2PN 2WC có nội thất 2tỷ8 đã có sổ. liên hệ 0702587707","The Pegasuite, 1002, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.8,68,2,16/12/2021,23/12/2021,,,,,,,
"Hot! Bán gấp CHCC Masteri An Phú, Q2, 70m2, 2PN, giá hot 4,1 tỷ, sổ hồng, căn góc, view thoáng","Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Masteri An Phú,Masterise Group,4.1,70,2,11/12/2021,18/12/2021,,,,,,,
"Bán căn hộ The Panorama Phú Mỹ Hưng, Quận 7, DT: 144m2, lầu cao view sông giá 8.2tỷ. LH 0906611859","Dự án The Panorama, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,The Panorama,Công ty TNHH Phát Triển Phú Mỹ Hưng,8.2,144,3,16/12/2021,23/12/2021,,,,,,,
"Giỏ hàng những căn giá ngột cần bán The Pegasuite 60m2 2tỷ5, 68m2 2tỷ550, 75m2 2tỷ9. LH 0702587707","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.5,60,2,16/12/2021,23/12/2021,,,,,,,
"Bán gấp căn Gold View 2PN 81m2, full NT, tầng cao view Bitexco, giá tốt chỉ 4.5 tỷ. LH 0931.246.511","The Gold View, 346, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,The Gold View,Công ty CP May - Diêm Sài Gòn,4.5,81,2,16/12/2021,25/12/2021,,,,,,,
"Giỏ hàng những căn giá ngột cần bán The Pegasuite 60m2 2tỷ5, 68m2 2tỷ550, 75m2 2tỷ9. LH 0702587707","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.5,60,2,16/12/2021,23/12/2021,,,,,,,
"Bán gấp căn Gold View 2PN 81m2, full NT, tầng cao view Bitexco, giá tốt chỉ 4.5 tỷ. LH 0931.246.511","The Gold View, 346, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,The Gold View,Công ty CP May - Diêm Sài Gòn,4.5,81,2,16/12/2021,25/12/2021,,,,,,,
"Charmington La Pointe - Offictel - 41m2 - 1,75 tỷ - giá bán có thể thương lượng.","Charmington La Pointe, Số 181, Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,Charmington La Pointe,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),1.75,41,1,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn 1 PN, 1 PK hiếm rộng 50m2 tại Vinhomes D'Capital Trần Duy Hưng. LH: 0914760666","Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Vinhomes D'Capitale,Tân Hoàng Minh Group,2.1,50,1,16/12/2021,26/12/2021,,,,,,,
"Carillon 7 - 87m2 - 3PN - 2WC - căn góc 3 view, H. Nam, view hồ bơi 3.15 tỷ, 0932424238","Dự án Carillon 7,33 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Carillon 7,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),3.15,87,3,16/12/2021,23/12/2021,,,,,,,
"Dễ dàng sở hữu căn 3PN, DT 90m2 ở Botanica Premier, tầng cao, view đẹp. Gía cực tốt chỉ 4,9 tỷ","Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Botanica Premier,Novaland Group,4.9,90,3,16/12/2021,23/12/2021,,,,,,,
"Charm Diamond - Căn hộ biểu tượng trung tâm Dĩ An mặt tiền DT743, quỹ căn giá ưu đãi nhất CĐT","Dự án Charm City, Đường ĐT 743C, Phường Dĩ An, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Charm City,Công ty TNHH DCT Partner Việt Nam,2.416,75.5,2,11/12/2021,18/12/2021,,,,,,,
Giải pháp tài chính thời Covid - Chỉ 225 triệu sở hữu nhà ngay trung tâm thành phố trẻ sầm uất,"Dự án Legacy Central, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Legacy Central,Công ty CP Đầu tư và Phát triển Thuận Lợi,0.9,32,1,15/12/2021,25/12/2021,,,,,,,
"Bán căn hộ rẻ nhất IDICO Tân Phú: 67m2/2PN + 2WC giá 1.8 tỷ, cam kết đúng giá, 0967 947 139","Dự án IDICO Tân Phú, Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Khu căn hộ IDICO Tân Phú,Tổng Công ty Đầu tư Phát triển Đô thị và KCN Việt Nam - TNHH MTV,1.8,67,2,11/12/2021,18/12/2021,,,,,,,
"Bán ngay căn hộ 2PN Léman nội thất cao cấp chỉ 8,7 tỷ - LH: 0976940285","Léman Luxury Apartments, 117, Đường Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh",Hồ Chí Minh,Quận 3,Léman Luxury Apartments,C.T Group,8.7,75,2,16/12/2021,23/12/2021,,,,,,,
"Cần bán căn hộ ban công Đông Nam, 98m2 - 3PN, tầng trung, view đẹp, tại CC Orchard Park View","Dự án Orchard Park View, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Căn hộ Orchard Park View,Novaland Group,5.5,98,3,17/12/2021,24/12/2021,,,,,,,
"Chuyên viên tư vấn căn hộ Biên Hòa Universe, chọn căn giá tốt và đẹp nhất dự án. LH: 0909.333.960","Dự án Biên Hoà Universe Complex, Đường Xa Lộ Hà Nội, Phường Hố Nai, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Biên Hoà Universe Complex,Công ty TNHH Việt Thuận Thành,2.4,69,2,16/12/2021,26/12/2021,,,,,,,
Bán duplex tầng 25 - 26 - ban công Đông Nam - view Hồ Tây - 272m2/giá 28.5triệu/m2,"Dự án AZ Lâm Viên Complex, Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,AZ Lâm Viên Complex,Công ty CP Bất động sản AZ (AZ Land),7.752,272,4,16/12/2021,23/12/2021,,,,,,,
"Bán nhanh căn 1 ngủ, có sổ, DT 42m2 CT8 Đại Thanh - Giá bán 800 triệu","Dự án Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Chung cư Đại Thanh,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu,0.8,42,1,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn hộ tòa Usilk City, S 116m2, BC Đông Nam, SĐCC, full đồ, LH 0843.141.141","Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Usilk City,Công ty CP Sông Đà Thăng Long,0,116,3,16/12/2021,23/12/2021,,,,,,,
Tôi cần bán lại căn 3PN 105m2 tại C/C Golden Mansion Novaland Phổ Quang giá 6.2 tỷ nhà NT cao cấp,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Golden Mansion,Novaland Group,6.2,105,3,16/12/2021,23/12/2021,,,,,,,
"Kẹt tiền cần bán gấp căn hộ 68m2, full nội thất, giá 2tỷ850. Liên hệ 0702587707","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.85,68,2,16/12/2021,23/12/2021,,,,,,,
"Kẹt tiền cần bán gấp căn hộ 68m2, full nội thất, giá 2tỷ850. Liên hệ 0702587707","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.85,68,2,16/12/2021,23/12/2021,,,,,,,
"Bán gấp căn góc 2PN 79m2, tầng đẹp tại Park Premium Times City, giá rẻ 3.850 tỷ bao phí full đồ!","Dự án Park Hill Premium - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Park Hill Premium - Times City,Tập đoàn Vingroup,3.85,79,2,16/12/2021,23/12/2021,,,,,,,
"Bán căn hộ An Phú, 1PN, 61m2, lô A","Dự án An Phú Apartment, Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",Hồ Chí Minh,Quận 6,An Phú Apartment,Công ty CP An Phú,2.1,61,1,16/12/2021,23/12/2021,,,,,,,
"Duy nhất căn góc 2PN + 1 diện tích thông thủy 74m2, tặng gói nội thất 5 sao, giá chỉ 3,2 tỷ","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,The Zenpark,Tập đoàn Vingroup,3.2,74,2,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán gấp CH Marina Tower 2PN nhà mới cực đẹp, thoáng mát, SHR, view đẹp. LH em 0963362906.","Dự án Marina Tower, Phường Vĩnh Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Marina Tower,Công ty CP Đầu tư LDG,1.72,60,2,11/12/2021,18/12/2021,,,,,,,
"Nhận nhà ngay 51m2 - 1PN Central Premium, giá 2tỷ450, NH hỗ trợ 70 %","Dự án Central Premium, Phố Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,Central Premium,Công ty CP Quốc Cường Gia Lai,2.45,51,1,16/12/2021,25/12/2021,,,,,,,
"Bán căn hộ CC Belleza 78m2 giá 2.250 tỷ, LH 0988050950","Dự án Belleza Apartment, Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Belleza Apartment,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),1.25,76,2,16/12/2021,31/12/2021,,,,,,,
Bán căn hộ sát công viên 75m2 tầng cao có HĐMB tại Novaland trung tâm Phú Nhuận. Giá 4.4 tỷ bao hết,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Garden Gate,Novaland Group,4.4,75,2,16/12/2021,23/12/2021,,,,,,,
"Bán gấp 61m2, 2 phòng ngủ, 1WC 1.750 tỷ The Park Residence - 0909220855","Dự án The Park Residence, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,The Park Residence,Công ty CP Phú Hoàng Anh,1.75,62,2,16/12/2021,23/12/2021,,,,,,,
"Đầu tư ngay căn 1PN + 1 The Pavilion P2, CK cao đến 18%, HTLS 0% trong 36 tháng - 0907 35 1001","Dự án The Pavilion, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,The Pavilion,Tập đoàn Vingroup,1.396,46.2,1,16/12/2021,23/12/2021,,,,,,,
"Chính chủ cần bán nhanh căn hộ 2PN 78m2, full nội thất ở Goldmark City, giá 2.3 tỷ, LH: 0352781220","Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,Goldmark City,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,2.3,78,2,16/12/2021,23/12/2021,,,,,,,
"Bán căn hộ Phúc Yên 1, 2PN + 2WC. Đã có sổ hồng","Dự án Chung cư Phúc Yên, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Chung cư Phúc Yên,Công ty CP Địa ốc Phúc Yên,2.45,80,2,16/12/2021,26/12/2021,,,,,,,
Mua nhà tặng voucher mua xe Vinfast,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,1.968,48,1,16/12/2021,26/12/2021,,,,,,,
"Bán gấp căn hộ The Panorama, Phú Mỹ Hưng, Quận 7 140m2, giá cực tốt chỉ 6.3 tỷ. LH: 0906 611 859","Dự án The Panorama, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,The Panorama,Công ty TNHH Phát Triển Phú Mỹ Hưng,6.3,142,2,16/12/2021,23/12/2021,,,,,,,
